frame,x,y,z
1.361000000000000000e+03,-4.241237835891190078e-02,-1.440566546129018119e-02,-7.008505861321774610e-02
1.377000000000000000e+03,-5.419171340282431804e-02,-1.772356835420516377e-02,-6.975572998834236871e-02
1.393000000000000000e+03,-5.767653071885774779e-02,-2.679234676996661638e-02,-7.537187222815122656e-02
1.409000000000000000e+03,-5.800086160383122191e-02,-1.590282068333473409e-02,-7.309027561423625530e-02
1.425000000000000000e+03,-5.322511995430553866e-02,-1.650374068282605550e-02,-7.253534782369312761e-02
1.441000000000000000e+03,-4.812166213484662947e-02,-1.020595024562434387e-02,-7.265679111074895002e-02
1.457000000000000000e+03,-2.296249107324912012e-02,4.187509451760445742e-03,-6.658334833876243530e-02
1.473000000000000000e+03,-5.457603775057688622e-02,-1.003153717441148014e-02,-7.426298793320965097e-02
1.489000000000000000e+03,-1.017010083406181820e-01,-2.351233410063659560e-02,-6.075639017903714661e-02
1.505000000000000000e+03,-9.967600444448020125e-02,-2.180627918351673092e-02,-6.338789794859210625e-02
1.521000000000000000e+03,-1.037038755535659995e-01,-1.334678396810411519e-02,-4.676658694164945868e-02
1.537000000000000000e+03,-1.231974527019140536e-01,-2.166843096440041611e-02,-4.907559605515345036e-02
1.553000000000000000e+03,-1.203884783547424092e-01,-1.708991581438690233e-02,-4.689584230298898121e-02
1.569000000000000000e+03,-1.184379573561740590e-01,-1.612364658964512629e-02,-4.680172351751310522e-02
1.585000000000000000e+03,-1.203921026167300290e-01,-1.763170063942604004e-02,-4.768496363973316610e-02
1.601000000000000000e+03,-1.244206179441097460e-01,-2.114050181205239659e-02,-4.944184882166978434e-02
1.617000000000000000e+03,-1.024431715886794103e-01,-9.249406645557718340e-03,-2.895437848380615423e-02
1.633000000000000000e+03,-1.017289246960121768e-01,-9.579848178066247694e-03,-2.909268225290320350e-02
1.649000000000000000e+03,-8.276041463765143602e-02,1.110523392024769136e-02,-7.531486920810770078e-03
1.665000000000000000e+03,-8.149318642559851000e-02,1.083377397062302606e-02,2.704497099938779278e-02
1.681000000000000000e+03,-4.389077030949058156e-02,2.916520307545024740e-02,5.244772788574204175e-02
