t,px,py,pz,qx,qy,qz,qw
17.2719,-1.47748,-0.219469,-0.215843,-0.601265,-0.325212,-0.607317,0.404826
17.3387,-1.48668,-0.220143,-0.222153,-0.599726,-0.326198,-0.607534,0.405987
17.4054,-1.49748,-0.217192,-0.225037,-0.602154,-0.323237,-0.606212,0.406737
17.4721,-1.50221,-0.219067,-0.228765,-0.603552,-0.322892,-0.605175,0.406483
17.5389,-1.51033,-0.222402,-0.232733,-0.605258,-0.324408,-0.605643,0.402017
17.6056,-1.51749,-0.221738,-0.237287,-0.608625,-0.320632,-0.604826,0.401193
17.6723,-1.52913,-0.219257,-0.246342,-0.608454,-0.319087,-0.60611,0.400746
17.7391,-1.53938,-0.216891,-0.257525,-0.60704,-0.321784,-0.609659,0.395314
17.8058,-1.55094,-0.215324,-0.268181,-0.605534,-0.320239,-0.611287,0.396364
17.8725,-1.55888,-0.213794,-0.277123,-0.604933,-0.322668,-0.612121,0.394016
17.9393,-1.56493,-0.215138,-0.285612,-0.603097,-0.323708,-0.613076,0.394493
18.006,-1.57269,-0.215987,-0.292247,-0.601192,-0.324766,-0.612707,0.397096
18.0727,-1.58855,-0.215924,-0.298864,-0.602008,-0.324708,-0.610057,0.399977
18.1395,-1.59697,-0.217603,-0.30259,-0.605427,-0.322927,-0.606909,0.401045
18.2062,-1.60675,-0.219788,-0.310511,-0.604431,-0.322584,-0.604167,0.406922
18.2729,-1.613,-0.21532,-0.314546,-0.60568,-0.316963,-0.603383,0.410628
18.3397,-1.63418,-0.219831,-0.328861,-0.604195,-0.320426,-0.601034,0.413562
18.4064,-1.64122,-0.223014,-0.337647,-0.601719,-0.320713,-0.600204,0.41813
18.4731,-1.65414,-0.220248,-0.34757,-0.602625,-0.320132,-0.600362,0.417042
18.5399,-1.66694,-0.22096,-0.355977,-0.601287,-0.323808,-0.601856,0.413971
18.6066,-1.67903,-0.219957,-0.361237,-0.600321,-0.325879,-0.604252,0.410242
18.6733,-1.68794,-0.222191,-0.370539,-0.601838,-0.325223,-0.604527,0.408129
18.7401,-1.699,-0.222818,-0.378464,-0.603956,-0.325578,-0.604642,0.40453
18.8068,-1.71151,-0.224081,-0.386892,-0.603787,-0.326118,-0.606111,0.402141
18.8735,-1.7221,-0.224774,-0.394676,-0.603574,-0.326231,-0.607017,0.401001
18.9403,-1.73043,-0.226461,-0.401844,-0.60434,-0.325088,-0.607537,0.399986
19.007,-1.74209,-0.229655,-0.410004,-0.605402,-0.322934,-0.606988,0.400958
19.0737,-1.75825,-0.231753,-0.420032,-0.606339,-0.319822,-0.606519,0.402743
19.1405,-1.77446,-0.236961,-0.428777,-0.606626,-0.317478,-0.606625,0.404005
19.2072,-1.78597,-0.242761,-0.436275,-0.606095,-0.317112,-0.605979,0.406051
