t,px,py,pz,qx,qy,qz,qw
28.0947,-37.9619,-107.125,-70.0463,0.16533,-0.672003,0.231518,0.683724
28.1615,-38.2379,-109.86,-71.1422,0.18592,-0.664572,0.247616,0.680047
28.2282,-38.3089,-111.884,-71.9526,0.197271,-0.656625,0.266691,0.67735
28.2949,-38.445,-114.102,-72.9146,0.211438,-0.652949,0.282814,0.670051
28.3617,-38.5345,-116.794,-74.0001,0.229298,-0.649862,0.295839,0.661499
28.4284,-38.6328,-118.661,-74.8555,0.24889,-0.643722,0.307245,0.655191
28.4951,-38.8155,-120.655,-75.7847,0.258187,-0.641543,0.320707,0.647232
28.5619,-38.7027,-121.676,-76.1549,0.273821,-0.637686,0.334157,0.637744
28.6286,-38.8528,-124.69,-77.3876,0.289705,-0.635613,0.342729,0.628175
28.6953,-38.8903,-126.903,-78.3637,0.29618,-0.632342,0.356031,0.621017
28.7621,-39.068,-129.08,-79.4281,0.302896,-0.629041,0.368549,0.613786
28.8288,-38.9948,-130.439,-80.03,0.308887,-0.627011,0.387187,0.601276
28.8955,-38.9871,-132.636,-81.0008,0.313861,-0.620993,0.404351,0.593598
28.9623,-39.9705,-136.35,-83.1159,0.335964,-0.611601,0.410938,0.586687
29.029,-39.9452,-138.572,-84.1091,0.341965,-0.609744,0.42288,0.57658
29.0957,-40.2579,-140.918,-85.4037,0.352784,-0.602036,0.436079,0.56827
29.1625,-40.4203,-142.973,-86.3707,0.371517,-0.594098,0.442246,0.559858
29.2292,-40.402,-145.092,-87.3502,0.384516,-0.585508,0.453858,0.550764
29.2959,-40.3259,-147.308,-88.3608,0.394937,-0.578054,0.465262,0.541672
29.3627,-40.2995,-149.284,-89.2886,0.411478,-0.567333,0.475816,0.53143
29.4294,-40.2253,-151.438,-90.2912,0.425043,-0.559451,0.486519,0.519281
29.4961,-40.2466,-153.937,-91.4368,0.432396,-0.553891,0.496937,0.509207
29.5629,-42.4283,-158.663,-93.8314,0.433317,-0.554992,0.498742,0.505448
29.6296,-42.2729,-160.856,-94.8003,0.434758,-0.549542,0.511454,0.497397
29.6963,-41.6452,-163.187,-95.533,0.444944,-0.537463,0.522737,0.489801
29.7631,-41.8018,-164.976,-96.4536,0.451956,-0.525655,0.533726,0.484314
29.8298,-41.6637,-167.204,-97.4975,0.455943,-0.519455,0.543193,0.47668
29.8965,-40.9138,-168.521,-97.8355,0.461405,-0.51286,0.554396,0.465538
29.9633,-40.9329,-170.34,-98.7388,0.47806,-0.501571,0.555688,0.459451
30.03,-40.7623,-172.508,-99.777,0.489077,-0.492851,0.559147,0.453052
30.0967,-40.9089,-174.008,-100.612,0.495763,-0.487842,0.560114,0.450001
30.1635,-40.7269,-176.154,-101.655,0.505054,-0.48269,0.561192,0.44384
30.2302,-40.834,-177.209,-102.352,0.503098,-0.483004,0.563365,0.442967
30.2969,-41.1121,-178.742,-103.259,0.50289,-0.483666,0.565385,0.439897
30.3637,-40.9168,-180.84,-104.304,0.503182,-0.483118,0.570173,0.433944
30.4304,-41.4737,-184.625,-105.978,0.504248,-0.483279,0.575108,0.425942
30.4971,-43.2735,-182.694,-105.798,0.497734,-0.48692,0.577219,0.4266
30.5639,-43.0783,-184.747,-106.839,0.50604,-0.480931,0.580554,0.419029
30.6306,-42.8793,-186.793,-107.887,0.505513,-0.482442,0.58536,0.411169
30.6973,-42.6713,-188.828,-108.934,0.506499,-0.4795,0.59074,0.405666
30.7641,-42.5371,-188.91,-109.27,0.519643,-0.469242,0.591301,0.400184
30.8308,-42.2677,-190.714,-110.293,0.523193,-0.46564,0.596261,0.392329
30.8975,-42.563,-192.452,-111.217,0.524008,-0.460784,0.603254,0.386237
30.9643,-42.3962,-194.035,-112.104,0.529534,-0.452055,0.609821,0.378628
31.031,-40.7896,-194.675,-112.085,0.537186,-0.439344,0.621265,0.363919
31.0977,-40.5583,-196.601,-113.129,0.534062,-0.437851,0.628997,0.356969
31.1645,-40.3204,-198.517,-114.173,0.533467,-0.438546,0.633441,0.34906
31.2312,-41.3386,-197.152,-113.596,0.547447,-0.42005,0.632188,0.352417
31.2979,-41.107,-199.029,-114.641,0.55187,-0.411087,0.636083,0.349064
31.3647,-40.9004,-200.229,-115.2,0.557858,-0.402008,0.638013,0.346589
31.4314,-40.7432,-201.981,-116.196,0.563955,-0.396109,0.639141,0.341396
31.4981,-40.5168,-203.808,-117.233,0.563498,-0.394906,0.642599,0.337025
31.5649,-40.787,-205.053,-118.06,0.560907,-0.395141,0.646959,0.332702
31.6316,-40.9827,-206.359,-118.955,0.56177,-0.395727,0.650441,0.323639
31.6983,-40.7543,-208.147,-119.997,0.568558,-0.39398,0.648644,0.317464
31.7651,-41.4603,-208.635,-120.383,0.569861,-0.395381,0.645618,0.319547
31.8318,-41.2334,-210.388,-121.426,0.565683,-0.400564,0.645075,0.321605
31.8985,-41.0028,-212.132,-122.472,0.558595,-0.412652,0.644829,0.319195
31.9653,-40.7633,-213.865,-123.518,0.558186,-0.420249,0.640191,0.319333
32.032,-40.5196,-215.588,-124.562,0.552985,-0.430642,0.637725,0.31947
32.0987,-40.2721,-217.302,-125.604,0.550827,-0.444784,0.630238,0.31868
32.1655,-41.0127,-217.451,-125.943,0.539803,-0.463743,0.625849,0.319169
32.2322,-40.7696,-219.139,-126.98,0.533541,-0.480785,0.619296,0.317257
